srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.9,46892,149.171.126.2,6881,tcp,FIN,0.773752,1540,1644,31,29,4,4,-,14929.84863,16056.8252,16,18,255,255,2581497344,509575832,96,91,0,0,3257.349486,85.044367,1421927455,1421927455,51.564533,45.482469,0.000695,0.000544,0.000151,0,0,0.0,0.0,0,5,9,8,6,3,1,4,,0
59.166.0.2,8020,149.171.126.0,11922,tcp,FIN,0.328099,424,8824,31,29,1,4,ftp-data,9046.049805,197233.1406,8,12,255,255,1683593767,359326438,53,735,0,0,2817.490929,2234.012963,1421927454,1421927455,46.816285,29.779727,0.000641,0.000518,0.000123,0,0,0.0,0.0,0,2,3,7,6,1,1,3,,0
59.166.0.6,13114,149.171.126.0,10939,tcp,FIN,0.923138,2558,23162,31,29,7,14,-,21621.90234,195949.0313,40,42,255,255,626044169,4175439422,64,551,0,0,1687.695633,1646.760239,1421927454,1421927455,23.661693,22.503806,0.000605,0.00048,0.000125,0,0,0.0,0.0,0,10,6,7,6,1,1,1,,0
59.166.0.8,13965,149.171.126.7,111,udp,CON,0.005196,568,304,31,29,0,0,-,655889.125,351039.25,4,4,0,0,0,0,142,76,0,0,1.592405,1.809722,1421927455,1421927455,1.131,1.281667,0.0,0.0,0.0,0,0,0.0,0.0,0,10,8,7,7,1,1,3,,0
59.166.0.8,16483,149.171.126.7,15238,tcp,FIN,0.007707,3736,2456,31,29,7,7,-,3663163.5,2408200.5,18,18,255,255,3065690872,3069155375,208,136,0,0,22.623315,0.584879,1421927455,1421927455,0.434765,0.424941,0.000614,0.00048,0.000134,0,0,0.0,0.0,0,10,8,7,7,1,1,3,,0
59.166.0.1,6479,149.171.126.4,22,tcp,FIN,7.436596,6136,8114,31,29,14,17,ssh,6501.899414,8583.49707,66,60,255,255,591072506,592073597,93,135,0,0,7868.272652,228.950703,1421927448,1421927455,114.409169,126.028898,0.000926,0.000763,0.000163,0,0,0.0,0.0,0,1,3,3,4,1,1,1,,0
59.166.0.8,9071,149.171.126.0,5190,tcp,FIN,7.65642,1920,4312,31,29,6,6,-,1915.255371,4318.467285,22,24,255,255,711071620,711315131,87,180,0,0,0.0,20593.84301,1421927448,1421927455,364.574804,332.86547,0.000646,0.000509,0.000137,0,0,0.0,0.0,0,10,6,7,7,1,1,1,,0
59.166.0.2,55284,149.171.126.3,25,tcp,FIN,28.329073,37358,3380,31,29,18,8,smtp,10346.96777,931.904846,52,42,255,255,3021366674,877087702,718,80,0,0,76418.93852,2578.40825,1421927427,1421927455,555.465039,690.93875,0.00071,0.00057,0.00014,0,0,0.0,0.0,0,1,1,6,6,1,1,1,,0
59.166.0.6,39198,149.171.126.5,143,tcp,FIN,31.437193,7810,14540,31,29,30,32,-,1971.168335,3670.811279,122,126,255,255,3493043767,1344492866,64,115,0,0,56807.45131,55852.75619,1421927424,1421927455,259.808409,251.493291,0.000669,0.000523,0.000146,0,0,0.0,0.0,0,10,13,5,6,1,1,2,,0
59.166.0.1,23538,149.171.126.3,56538,tcp,FIN,0.859395,320,1862,31,29,1,2,ftp-data,2485.469238,15173.46484,6,8,255,255,3208140471,401957336,53,233,0,0,12136.29037,300.166437,1421927454,1421927455,171.7888,122.69257,0.000679,0.000543,0.000136,0,0,0.0,0.0,0,1,2,6,4,1,1,1,,0
59.166.0.2,30671,149.171.126.8,80,tcp,FIN,1.085709,1684,10168,31,29,3,5,http,11524.2666,70766.66406,14,18,255,255,196112699,2346855089,120,565,1,3924,8790.007776,7696.100046,1421927454,1421927455,83.489151,63.832353,0.002482,0.000554,0.001928,0,0,1.0,0.0,0,1,1,2,6,1,1,1,,0
59.166.0.4,46545,149.171.126.2,53,udp,CON,0.001031,146,178,31,29,0,0,dns,566440.3125,690591.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927455,1421927455,0.01,0.002,0.0,0.0,0.0,0,0,0.0,0.0,0,3,3,8,4,3,2,2,,0
59.166.0.5,11186,149.171.126.3,53,udp,CON,0.000997,132,164,31,29,0,0,dns,529588.75,657973.875,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927455,1421927455,0.002,0.006,0.0,0.0,0.0,0,0,0.0,0.0,0,1,2,6,2,1,1,1,,0
59.166.0.7,20704,149.171.126.6,62773,tcp,FIN,0.359138,2558,23162,31,29,7,14,-,55577.51953,503672.6563,40,42,255,255,16108134,2857498248,64,551,0,0,520.277557,502.356347,1421927455,1421927455,9.199615,8.58061,0.007529,0.00733,0.000199,0,0,0.0,0.0,0,10,5,2,3,1,1,1,,0
59.166.0.7,26451,149.171.126.4,5190,tcp,FIN,15.634296,1272,2572,31,29,4,4,-,610.45282,1243.420166,16,18,255,255,1933528919,4083504678,80,143,0,0,62288.05398,1606.36125,1421927439,1421927455,1042.199533,919.620563,0.00088,0.000734,0.000146,0,0,0.0,0.0,0,10,2,3,3,1,1,1,,0
59.166.0.3,15099,149.171.126.3,4306,tcp,FIN,9.348215,3806,51912,31,29,7,26,-,3206.601318,43772.20703,64,68,255,255,3988137436,3988413807,59,763,0,0,14970.21807,14511.21901,1421927446,1421927455,148.378641,139.508452,0.001359,0.00114,0.000219,0,0,0.0,0.0,0,11,5,6,2,1,1,1,,0
59.166.0.9,48396,149.171.126.4,22,tcp,FIN,16.665054,5928,8114,31,29,14,17,ssh,2800.11084,3830.290527,62,60,255,255,3598910519,1453878059,96,135,0,0,26202.47634,26467.86136,1421927438,1421927455,273.197609,282.444629,0.000809,0.00066,0.000149,0,0,0.0,0.0,0,1,3,3,6,1,1,1,,0
59.166.0.1,16494,149.171.126.5,5190,tcp,FIN,19.931595,1272,2572,31,29,4,4,-,478.837738,975.335876,16,18,255,255,3950588683,1801333877,80,143,0,0,86626.29737,2291.1465,1421927435,1421927455,1328.74645,1172.410125,0.000758,0.000615,0.000143,0,0,0.0,0.0,0,5,13,5,4,2,1,1,,0
59.166.0.2,15831,149.171.126.7,5190,tcp,FIN,2.822054,1272,2572,31,29,4,4,-,3381.934082,6888.599609,16,18,255,255,3108975092,3109297072,80,143,0,0,12898.58798,345.951531,1421927452,1421927455,188.113804,165.968359,0.000749,0.000581,0.000168,0,0,0.0,0.0,0,6,8,7,6,1,1,1,,0
59.166.0.6,3153,149.171.126.7,47142,tcp,FIN,1.024144,2558,23162,31,29,7,14,-,19489.44531,176623.5938,40,42,255,255,253527480,1987314455,64,551,0,0,1581.16996,1540.774672,1421927454,1421927455,26.252001,24.967586,0.000542,0.000469,7.3e-05,0,0,0.0,0.0,0,10,8,7,6,1,1,1,,0
59.166.0.8,49067,149.171.126.2,46718,tcp,FIN,1.547178,2558,23162,31,29,7,14,-,12900.90723,116914.7969,40,42,255,255,155979170,2019141858,64,551,0,0,3272.010116,3191.148882,1421927454,1421927455,39.662641,37.724364,0.000576,0.000475,0.000101,0,0,0.0,0.0,0,10,9,8,7,1,1,1,,0
59.166.0.2,8828,149.171.126.0,23183,tcp,FIN,0.420512,8928,320,31,29,4,1,ftp-data,157731.5313,5079.522461,14,6,255,255,3833175377,2810630756,638,53,0,0,2595.706558,104.080313,1421927455,1421927455,32.347077,83.949203,0.000717,0.000537,0.00018,0,0,0.0,0.0,0,2,3,7,6,1,1,3,,0
59.166.0.8,15450,149.171.126.7,33579,udp,CON,0.001648,520,304,31,29,0,0,-,1893203.875,1106796.125,4,4,0,0,0,0,130,76,0,0,0.607169,0.269878,1421927455,1421927455,0.433333,0.193333,0.0,0.0,0.0,0,0,0.0,0.0,0,10,8,7,7,1,1,3,,0
59.166.0.9,50997,149.171.126.2,53,udp,CON,0.001056,132,164,31,29,0,0,dns,500000.0,621212.125,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927455,1421927455,0.007,0.01,0.0,0.0,0.0,0,0,0.0,0.0,0,1,3,8,6,1,1,4,,0
59.166.0.0,5388,149.171.126.5,53,udp,CON,0.000965,146,178,31,29,0,0,dns,605181.3125,737823.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927455,1421927455,0.004,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0,1,1,5,4,1,1,1,,0
59.166.0.6,47925,149.171.126.1,3071,tcp,FIN,32.978455,3806,51808,31,29,7,26,-,908.957092,12377.53613,64,66,255,255,143457334,2293363859,59,785,0,0,85625.03977,85689.10316,1421927422,1421927455,523.462444,507.350738,0.000801,0.000636,0.000165,0,0,0.0,0.0,0,10,15,4,6,1,1,1,,0
59.166.0.6,63253,149.171.126.5,17137,tcp,FIN,1.286812,2558,23162,31,29,7,14,-,15511.20215,140570.6563,40,42,255,255,951076028,4279440026,64,551,0,0,0.0,1933.533848,1421927454,1421927455,32.959948,31.372487,0.000656,0.000536,0.00012,0,0,0.0,0.0,0,10,13,5,6,1,1,2,,0
59.166.0.9,19710,149.171.126.3,56538,tcp,FIN,0.617321,320,1862,31,29,1,2,ftp-data,3460.112305,21123.53125,6,8,255,255,938559368,316197162,53,233,0,0,8713.529517,215.454891,1421927454,1421927455,123.371,88.115711,0.000639,0.000506,0.000133,0,0,0.0,0.0,0,1,2,6,6,1,1,1,,0
59.166.0.4,48597,149.171.126.1,53,udp,CON,0.000975,130,162,31,29,0,0,dns,533333.375,664615.375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421927455,1421927455,0.01,0.01,0.0,0.0,0.0,0,0,0.0,0.0,0,3,1,4,4,3,1,1,,0
59.166.0.9,47367,149.171.126.2,6881,tcp,FIN,0.64885,1540,1644,31,29,4,4,-,17803.80664,19147.72266,16,18,255,255,2581495704,2705355057,96,91,0,0,3073.74496,68.565859,1421927455,1421927455,43.234199,38.138941,0.000925,0.000487,0.000438,0,0,0.0,0.0,0,5,9,8,6,3,1,4,,0
59.166.0.8,5304,149.171.126.6,2968,tcp,FIN,18.960253,3910,51912,31,29,7,26,-,1624.872803,21581.56836,66,68,255,255,2523105156,2523473052,59,763,0,0,31108.74031,924.664437,1421927437,1421927455,291.691308,282.978375,0.000842,0.000689,0.000153,0,0,0.0,0.0,0,10,5,2,7,1,1,1,,0
59.166.0.1,19415,149.171.126.7,5190,tcp,FIN,28.840988,2024,4312,31,29,6,6,-,538.123047,1146.42395,24,24,255,255,2781363935,2781700510,84,180,0,0,149267.4237,149272.1336,1421927426,1421927455,1253.941114,1253.926054,0.000847,0.000679,0.000168,0,0,0.0,0.0,0,5,8,7,4,2,1,1,,0
59.166.0.0,16140,149.171.126.8,35527,tcp,FIN,1.212456,2558,23162,31,29,7,14,-,16462.45313,149191.3906,40,42,255,255,1728493802,2406837219,64,551,0,0,2341.02158,2250.448489,1421927454,1421927455,31.898159,29.559072,0.000701,0.00053,0.000171,0,0,0.0,0.0,0,3,3,2,4,1,1,1,,0
59.166.0.8,20083,149.171.126.1,64548,tcp,FIN,1.217688,4550,72914,31,29,7,33,-,29511.66602,473191.8438,78,82,255,255,76104434,2225933030,58,889,0,0,926.466192,896.867742,1421927454,1421927455,15.809857,15.026753,0.00064,0.000514,0.000126,0,0,0.0,0.0,0,10,15,4,7,1,1,1,,0
59.166.0.0,34995,149.171.126.0,11551,tcp,FIN,0.491872,2438,18508,31,29,7,13,-,38611.67188,293507.25,38,40,255,255,1923591788,2693432314,64,463,0,0,818.179218,797.96234,1421927455,1421927455,13.284946,12.598333,0.000659,0.000534,0.000125,0,0,0.0,0.0,0,3,6,7,4,1,1,2,,0
59.166.0.5,40407,149.171.126.7,80,tcp,FIN,0.038188,1052,824,31,29,2,2,http,192940.1875,155441.5,8,10,255,255,856108017,3013251920,132,82,1,83,377.902761,9.072897,1421927455,1421927455,5.4,4.186444,0.000644,0.000507,0.000137,0,0,1.0,0.0,0,1,2,7,2,1,1,1,,0
59.166.0.9,33006,149.171.126.5,80,tcp,FIN,0.041411,1052,824,31,29,2,2,http,177923.7344,143343.5469,8,10,255,255,2581494506,461309368,132,82,1,83,339.386664,7.89023,1421927455,1421927455,5.856857,4.471556,0.001357,0.001166,0.000191,0,0,1.0,0.0,0,1,1,1,1,1,1,1,,0
59.166.0.4,65282,149.171.126.2,22,tcp,FIN,4.617781,5928,8114,31,29,14,17,ssh,10105.28613,13823.08887,62,60,255,255,2213168977,63837906,96,135,0,0,5025.00829,0.0,1421927450,1421927455,75.70133,78.256442,0.00066,0.000522,0.000138,0,0,0.0,0.0,0,1,1,1,1,1,1,1,,0
59.166.0.4,7758,149.171.126.6,5190,tcp,FIN,1.106708,1272,2572,31,29,4,4,-,8623.773438,17565.60742,16,18,255,255,736105130,2881701186,80,143,0,0,5553.236937,151.686031,1421927455,1421927456,73.756736,65.07241,0.000618,0.000466,0.000152,0,0,0.0,0.0,0,2,10,12,3,1,1,1,,0
59.166.0.5,13768,149.171.126.1,6881,tcp,FIN,0.770738,1540,1644,31,29,4,4,-,14988.23242,16119.61523,16,18,255,255,856109097,969189371,96,91,0,0,3030.48163,81.078203,1421927455,1421927456,51.360468,45.273707,0.001241,0.001079,0.000162,0,0,0.0,0.0,0,10,12,7,8,3,1,3,,0
59.166.0.6,50441,149.171.126.0,29077,tcp,FIN,0.039857,2438,18508,31,29,7,13,-,476503.5,3622149.25,38,40,255,255,1456108261,1529693080,64,463,0,0,0.0,64.450529,1421927456,1421927456,1.067919,1.007231,0.000766,0.000572,0.000194,0,0,0.0,0.0,0,11,14,15,15,1,1,4,,0
59.166.0.6,64311,149.171.126.0,80,tcp,FIN,0.020288,1052,824,31,29,2,2,http,363170.3438,292586.75,8,10,255,255,1036108003,1057989855,132,82,1,83,164.929173,4.248708,1421927456,1421927456,2.851714,2.189556,0.000727,0.000581,0.000146,0,0,1.0,0.0,0,2,4,15,15,2,1,4,,0
59.166.0.7,18272,149.171.126.6,53,udp,CON,0.000924,132,164,31,29,0,0,dns,571428.5625,709956.6875,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927456,1421927456,0.006,0.005,0.0,0.0,0.0,0,0,0.0,0.0,0,2,2,12,14,2,1,3,,0
59.166.0.7,60744,149.171.126.0,6881,tcp,FIN,0.464884,1540,1644,31,29,4,4,-,24849.20898,26724.94531,16,18,255,255,3245693936,3303551984,96,91,0,0,2027.418759,50.51652,1421927456,1421927456,30.969732,27.283354,0.001278,0.001063,0.000215,0,0,0.0,0.0,0,11,14,15,14,6,1,6,,0
59.166.0.8,27007,149.171.126.0,60825,tcp,FIN,0.017031,2438,18508,31,29,7,13,-,1115142.875,8476777.0,38,40,255,255,3481494413,3525570670,64,463,0,0,0.0,28.654895,1421927456,1421927456,0.448676,0.422795,0.000694,0.000539,0.000155,0,0,0.0,0.0,0,12,14,15,8,1,1,1,,0
59.166.0.2,56170,149.171.126.8,54430,tcp,FIN,26.904415,3806,51808,31,29,7,26,-,1114.166626,15171.93359,64,66,255,255,4221360630,4225974960,59,785,0,0,63843.83368,63188.82659,1421927429,1421927456,427.048816,413.901846,0.000937,0.000791,0.000146,0,0,0.0,0.0,0,4,3,4,6,1,1,1,,0
59.166.0.6,30853,149.171.126.1,22,tcp,FIN,36.385563,9400,12402,31,29,26,31,ssh,2047.405396,2703.489746,106,116,255,255,1030941900,1031276588,89,107,0,0,75501.00315,71926.24756,1421927420,1421927456,346.524271,316.390216,0.000839,0.00066,0.000179,0,0,0.0,0.0,0,2,1,7,15,2,1,2,,0
59.166.0.7,42953,149.171.126.5,25,tcp,FIN,21.392136,37358,3380,31,29,18,8,smtp,13702.23145,1234.098389,52,42,255,255,3586397568,1442012110,718,80,0,0,42498.38448,1379.92675,1421927435,1421927456,419.446132,521.746344,0.000677,0.000535,0.000142,0,0,0.0,0.0,0,1,3,3,14,1,1,2,,0
59.166.0.7,63963,149.171.126.6,5190,tcp,FIN,3.89312,1272,2572,31,29,4,4,-,2451.50415,4993.424316,16,18,255,255,1023588917,1023903540,80,143,0,0,18190.17543,489.035188,1421927452,1421927456,259.517258,228.975406,0.000885,0.000536,0.000349,0,0,0.0,0.0,0,11,10,12,14,1,1,3,,0
59.166.0.5,16174,149.171.126.1,6881,tcp,FIN,0.928974,1540,1644,31,29,4,4,-,12435.22461,13373.89453,16,18,255,255,856111630,3067493969,96,91,0,0,3681.99525,98.549875,1421927455,1421927456,61.9098,54.579941,0.001249,0.001109,0.00014,0,0,0.0,0.0,0,10,12,7,8,3,1,3,,0
59.166.0.5,36892,149.171.126.1,6881,tcp,FIN,0.898272,1540,1644,31,29,4,4,-,12860.24707,13831.0,16,18,255,255,3005691629,906209069,96,91,0,0,3595.546024,87.468828,1421927455,1421927456,59.861666,52.808234,0.000649,0.000522,0.000127,0,0,0.0,0.0,0,10,12,7,8,3,1,3,,0
59.166.0.9,48395,149.171.126.2,6881,tcp,FIN,0.808921,1540,1644,31,29,4,4,-,14280.75195,15358.73145,16,18,255,255,436112351,540186109,96,91,0,0,3521.128592,81.966055,1421927455,1421927456,53.906465,47.553234,0.000637,0.000515,0.000122,0,0,0.0,0.0,0,4,5,5,5,3,1,3,,0
59.166.0.7,32713,149.171.126.9,57207,tcp,FIN,2.516923,2558,23162,31,29,7,14,-,7930.318359,71868.71094,40,42,255,255,3388143954,1801454822,64,551,0,0,5810.945461,5673.962983,1421927453,1421927456,64.528128,61.360903,0.001249,0.001121,0.000128,0,0,0.0,0.0,0,11,3,3,14,1,1,1,,0
59.166.0.5,52564,149.171.126.6,53,udp,CON,0.001119,132,164,31,29,0,0,dns,471849.8438,586237.6875,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927456,1421927456,0.001,0.003,0.0,0.0,0.0,0,0,0.0,0.0,0,2,2,12,8,2,1,1,,0
59.166.0.7,20845,149.171.126.0,6881,tcp,FIN,0.396639,1540,1644,31,29,4,4,-,29124.7207,31323.19336,16,18,255,255,1096109015,1158811818,96,91,0,0,1896.776331,38.674145,1421927456,1421927456,26.418734,23.299176,0.000721,0.000552,0.000169,0,0,0.0,0.0,0,11,14,15,14,6,1,6,,0
59.166.0.5,15833,149.171.126.8,143,tcp,FIN,33.301506,7810,14540,31,29,30,32,-,1860.816772,3465.308838,122,126,255,255,2533046070,384490234,64,115,0,0,60488.52274,59290.95537,1421927422,1421927456,275.216147,266.407375,0.000713,0.000566,0.000147,0,0,0.0,0.0,0,10,3,4,8,1,1,1,,0
59.166.0.6,5977,149.171.126.4,22,tcp,FIN,30.037207,5928,8010,31,29,14,17,ssh,1553.539917,2096.599854,62,58,255,255,275974813,276303362,96,138,0,0,78705.28643,81418.00233,1421927426,1421927456,492.413276,526.954542,0.000762,0.000642,0.00012,0,0,0.0,0.0,0,2,1,8,15,2,1,2,,0
59.166.0.1,16706,149.171.126.4,6577,tcp,FIN,0.690064,424,8824,31,29,1,4,ftp-data,4301.050293,93776.80469,8,12,255,255,1595980771,2884281024,53,735,0,0,6410.300934,5099.029705,1421927455,1421927456,98.531574,62.689,0.000606,0.000481,0.000125,0,0,0.0,0.0,0,2,3,8,1,1,1,1,,0
59.166.0.9,46125,149.171.126.2,6881,tcp,FIN,1.039832,2302,34406,31,29,5,15,-,17125.84375,258403.2813,30,42,255,255,2581496547,485912990,77,819,0,0,2480.526429,2058.307342,1421927455,1421927456,35.845448,25.348146,0.000687,0.000555,0.000132,0,0,0.0,0.0,0,4,5,5,5,3,1,3,,0
59.166.0.6,6138,149.171.126.7,143,tcp,FIN,8.402016,7810,14540,31,29,30,32,-,7375.373047,13734.79981,122,126,255,255,2676461951,544011800,64,115,0,0,4692.00917,4615.802067,1421927448,1421927456,69.435058,67.211901,0.000678,0.000521,0.000157,0,0,0.0,0.0,0,11,2,2,15,1,1,1,,0
59.166.0.4,42756,149.171.126.0,25740,tcp,FIN,0.201382,320,1826,31,29,1,2,ftp-data,10606.70801,63481.34375,6,8,255,255,2761496035,3293030026,53,228,0,0,2834.377102,69.996281,1421927456,1421927456,40.2098,28.703285,0.000595,0.000456,0.000139,0,0,0.0,0.0,0,2,2,15,3,1,1,1,,0
59.166.0.6,59405,149.171.126.6,6881,tcp,FIN,0.520629,1540,1644,31,29,4,4,-,22188.54492,23863.44336,16,18,255,255,1036111584,1086795072,96,91,0,0,2044.175049,57.976363,1421927456,1421927456,34.685335,30.593705,0.000685,0.000526,0.000159,0,0,0.0,0.0,0,11,10,12,15,6,1,6,,0
59.166.0.6,60178,149.171.126.6,6881,tcp,FIN,0.483819,1540,1644,31,29,4,4,-,23876.69727,25679.02344,16,18,255,255,1036112359,1112009133,96,91,0,0,1887.135563,55.387277,1421927456,1421927456,32.232068,28.427766,0.000661,0.000537,0.000124,0,0,0.0,0.0,0,11,10,12,15,6,1,6,,0
59.166.0.7,19828,149.171.126.8,80,tcp,FIN,0.052452,1052,824,31,29,2,2,http,140471.2813,113170.1328,8,10,255,255,3245688660,1102976285,132,82,1,83,516.833005,13.687163,1421927456,1421927456,7.425428,5.765778,0.000673,0.00055,0.000123,0,0,1.0,0.0,0,2,2,4,14,1,1,1,,0
59.166.0.7,60325,149.171.126.0,6881,tcp,FIN,0.458009,1540,1644,31,29,4,4,-,25222.21094,27126.10352,16,18,255,255,1096110711,1140780631,96,91,0,0,1997.707748,47.086711,1421927456,1421927456,30.505266,26.911705,0.000668,0.000499,0.000169,0,0,0.0,0.0,0,11,14,15,14,6,1,6,,0
59.166.0.7,32340,149.171.126.1,57291,tcp,FIN,0.936938,4550,72810,31,29,7,33,-,38354.72656,613914.6875,78,80,255,255,2645684856,2642696755,58,910,0,0,773.16457,761.077949,1421927455,1421927456,12.163766,11.844924,0.001417,0.001179,0.000238,0,0,0.0,0.0,0,11,12,7,14,1,1,1,,0
59.166.0.8,21605,149.171.126.3,19696,tcp,FIN,0.372821,2438,18508,31,29,7,13,-,50941.33594,387231.4063,38,40,255,255,2225688161,807012191,64,463,0,0,681.990129,659.314616,1421927455,1421927456,10.067811,9.546487,0.00067,0.000504,0.000166,0,0,0.0,0.0,0,12,3,4,8,1,1,2,,0
59.166.0.2,57687,149.171.126.7,26062,tcp,FIN,0.338851,2662,23162,31,29,7,14,-,61360.30078,533827.5625,42,42,255,255,2075977484,1038900517,63,551,0,0,597.985046,16.87142,1421927456,1421927456,8.256439,8.251536,0.000661,0.000534,0.000127,0,0,0.0,0.0,0,4,2,2,6,1,1,1,,0
59.166.0.6,19962,149.171.126.6,6881,tcp,FIN,0.74258,2302,34406,31,29,5,15,-,23981.25391,361841.1563,30,42,255,255,3185690817,3219802546,77,819,0,0,1695.449637,1475.144861,1421927456,1421927456,25.594621,18.098732,0.000664,0.000529,0.000135,0,0,0.0,0.0,0,11,10,12,15,6,1,6,,0
59.166.0.6,58892,149.171.126.6,6881,tcp,FIN,0.477796,1540,1644,31,29,4,4,-,24177.68359,26002.73047,16,18,255,255,3185693905,3266925640,96,91,0,0,1944.353689,57.613898,1421927456,1421927456,31.831802,28.077705,0.000597,0.00047,0.000127,0,0,0.0,0.0,0,11,10,12,15,6,1,6,,0
59.166.0.6,63175,149.171.126.6,6881,tcp,FIN,0.399687,1540,1644,31,29,4,4,-,28902.61719,31084.32422,16,18,255,255,1036109085,3283749807,96,91,0,0,1754.469212,36.350156,1421927456,1421927456,26.621333,23.479588,0.000682,0.000533,0.000149,0,0,0.0,0.0,0,11,10,12,15,6,1,6,,0
59.166.0.5,29307,149.171.126.2,5190,tcp,FIN,1.297749,1272,2572,31,29,4,4,-,7354.272461,14979.78418,16,18,255,255,376104733,376397153,80,143,0,0,5226.526249,135.383984,1421927454,1421927456,86.488931,76.304703,0.000715,0.000568,0.000147,0,0,0.0,0.0,0,10,5,5,8,1,1,1,,0
59.166.0.9,54484,149.171.126.5,60646,tcp,FIN,1.527546,2662,23162,31,29,7,14,-,13611.37402,118417.3828,42,42,255,255,3170591373,2334065999,63,551,0,0,2586.155237,72.879383,1421927454,1421927456,37.248096,37.244391,0.00065,0.000522,0.000128,0,0,0.0,0.0,0,4,1,3,5,1,1,1,,0
59.166.0.6,16594,149.171.126.4,53,udp,CON,0.000923,132,164,31,29,0,0,dns,572047.6875,710725.875,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927456,1421927456,0.01,0.006,0.0,0.0,0.0,0,0,0.0,0.0,0,3,2,8,15,1,1,2,,0
59.166.0.8,25357,149.171.126.4,37808,tcp,FIN,0.06591,4550,72810,31,29,7,33,-,545228.375,8727052.0,78,80,255,255,1336104730,1336371884,58,910,0,0,59.120293,52.110197,1421927456,1421927456,0.851883,0.827658,0.000669,0.000515,0.000154,0,0,0.0,0.0,0,12,3,8,8,1,1,2,,0
59.166.0.8,35145,149.171.126.3,5190,tcp,FIN,2.876312,1920,4312,31,29,6,6,-,5098.195312,11495.27539,22,24,255,255,4128975033,1983883284,87,180,0,0,10106.92891,9647.479131,1421927454,1421927456,136.950576,125.032128,0.000724,0.000561,0.000163,0,0,0.0,0.0,0,12,3,4,8,2,1,2,,0
59.166.0.8,54878,149.171.126.9,5190,tcp,FIN,5.301277,1272,2572,31,29,4,4,-,1800.320923,3667.040771,16,18,255,255,243588607,243833989,80,143,0,0,25677.32581,695.911812,1421927451,1421927456,353.394858,311.807719,0.00069,0.000542,0.000148,0,0,0.0,0.0,0,12,3,3,8,2,1,1,,0
59.166.0.9,45285,149.171.126.1,25,tcp,FIN,39.079178,37358,3380,31,29,18,8,smtp,7500.669434,675.551575,52,42,255,255,1198429795,3344931008,718,80,0,0,120079.6336,4116.441,1421927416,1421927456,766.251343,953.13725,0.000706,0.000555,0.000151,0,0,0.0,0.0,0,2,1,7,5,1,1,1,,0
59.166.0.6,37720,149.171.126.0,80,tcp,FIN,1.015936,1684,10168,31,29,3,5,http,12315.73633,75626.8125,14,18,255,255,3121494288,3122453517,120,565,1,3924,8767.007439,7675.583502,1421927455,1421927456,78.120228,59.728882,0.000698,0.000541,0.000157,0,0,1.0,0.0,0,2,4,15,15,2,1,4,,0
59.166.0.6,49460,149.171.126.0,1501,tcp,FIN,0.852841,2558,23266,31,29,7,14,-,23404.12695,213291.7969,40,44,255,255,2293040870,2748670341,64,529,0,0,1715.946005,1638.441259,1421927455,1421927456,21.85923,19.821581,0.000632,0.000509,0.000123,0,0,0.0,0.0,0,11,14,15,15,1,1,4,,0
59.166.0.8,42624,149.171.126.6,48932,tcp,FIN,0.334903,2558,23162,31,29,7,14,-,59599.34766,540120.5625,40,42,255,255,373527721,1012455702,64,551,0,0,729.237665,711.041281,1421927455,1421927456,8.57859,8.154878,0.000724,0.00055,0.000174,0,0,0.0,0.0,0,12,10,12,8,1,1,1,,0
59.166.0.9,5188,149.171.126.2,6881,tcp,FIN,0.790962,1540,1644,31,29,4,4,-,14605.0,15707.45508,16,18,255,255,2581499652,2704728339,96,91,0,0,3257.548121,82.497602,1421927455,1421927456,52.705332,46.460234,0.001273,0.001132,0.000141,0,0,0.0,0.0,0,4,5,5,5,3,1,3,,0
59.166.0.5,19241,149.171.126.9,53,udp,CON,0.001001,132,164,31,29,0,0,dns,527472.5,655344.625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927456,1421927456,0.001,0.005,0.0,0.0,0.0,0,0,0.0,0.0,0,2,2,3,8,2,1,1,,0
